ID,Education,Marital_Status,Recency,Age,TotalRevenue,TotalPurchases,WebEngagement,CatalogEngagement,StoreEngagement,TotalChildren,ComplaintsLastYear,WineRatio,MeatRatio,FishRatio,Income Group
494,Master,Single,77,59,900,11,0.18181818181818182,0.5454545454545454,0.2727272727272727,1,0,0.7677777777777778,0.07666666666666666,0.011111111111111112,Medium
495,PhD,Divorced,85,79,682,19,0.47368421052631576,0.21052631578947367,0.3157894736842105,0,0,0.7390029325513197,0.19208211143695014,0.011730205278592375,Medium
496,Master,Divorced,88,61,663,19,0.2631578947368421,0.15789473684210525,0.5789473684210527,1,0,0.4781297134238311,0.3996983408748115,0.03770739064856712,Medium
497,Graduation,Divorced,22,45,43,5,0.4,0.0,0.6,1,0,0.6744186046511628,0.20930232558139536,0.046511627906976744,Medium
498,PhD,Together,83,52,1816,17,0.23529411764705882,0.5294117647058824,0.23529411764705882,1,0,0.7687224669603524,0.17731277533039647,0.025330396475770924,High
499,PhD,Together,63,74,976,24,0.25,0.2916666666666667,0.4583333333333333,1,0,0.5420081967213115,0.36475409836065575,0.06454918032786885,High
500,Graduation,Married,9,79,746,20,0.2,0.15,0.65,0,0,0.5201072386058981,0.29222520107238603,0.12198391420911528,Medium
501,Graduation,Together,92,73,64,4,0.25,0.25,0.5,2,0,0.203125,0.328125,0.0625,Low
502,Master,Together,2,62,32,4,0.25,0.0,0.75,1,0,0.875,0.125,0.0,Medium
503,Basic,Married,6,33,263,8,0.5,0.125,0.375,0,0,0.060836501901140684,0.07984790874524715,0.07604562737642585,Low
504,PhD,Married,66,38,1445,19,0.21052631578947367,0.15789473684210525,0.631578947368421,1,0,0.7245674740484429,0.09688581314878893,0.04636678200692042,Medium
505,Master,Together,49,67,46,4,0.25,0.0,0.75,1,0,0.6739130434782609,0.15217391304347827,0.043478260869565216,Medium
506,Graduation,Widow,29,70,1210,26,0.38461538461538464,0.15384615384615385,0.46153846153846156,0,0,0.6735537190082644,0.1975206611570248,0.023140495867768594,Medium
508,Graduation,Single,77,34,1157,21,0.14285714285714285,0.3333333333333333,0.5238095238095238,0,0,0.4261019878997407,0.28003457216940364,0.12618841832324978,High
509,Graduation,Married,71,31,137,7,0.2857142857142857,0.14285714285714285,0.5714285714285714,0,0,0.24817518248175183,0.48175182481751827,0.021897810218978103,Medium
510,Graduation,Divorced,49,64,730,19,0.2631578947368421,0.10526315789473684,0.631578947368421,1,0,0.5232876712328767,0.08904109589041095,0.0821917808219178,Medium
511,PhD,Together,97,42,216,9,0.4444444444444444,0.2222222222222222,0.3333333333333333,1,0,0.5879629629629629,0.25925925925925924,0.0,Medium
512,Graduation,Single,6,44,943,22,0.2727272727272727,0.18181818181818182,0.5454545454545454,1,0,0.344644750795334,0.3181336161187699,0.0911983032873807,Medium
513,Graduation,Married,93,59,347,13,0.46153846153846156,0.15384615384615385,0.38461538461538464,2,0,0.6858789625360231,0.19596541786743515,0.023054755043227664,Medium
514,Master,Together,78,64,1924,18,0.2777777777777778,0.3333333333333333,0.3888888888888889,0,0,0.6070686070686071,0.21205821205821207,0.037422037422037424,High
515,PhD,Together,62,77,397,13,0.46153846153846156,0.15384615384615385,0.38461538461538464,1,0,0.7153652392947103,0.1385390428211587,0.0,Medium
516,Master,Single,47,48,2089,21,0.23809523809523808,0.3333333333333333,0.42857142857142855,0,0,0.6165629487793203,0.29344183820009573,0.03829583532790809,High
517,Graduation,Married,9,62,138,7,0.42857142857142855,0.14285714285714285,0.42857142857142855,2,0,0.47101449275362317,0.3333333333333333,0.028985507246376812,Medium
518,Graduation,Single,77,33,42,4,0.25,0.0,0.75,1,0,0.2619047619047619,0.21428571428571427,0.07142857142857142,Low
519,Graduation,Together,24,64,777,16,0.25,0.3125,0.4375,0,0,0.29214929214929214,0.5006435006435006,0.05405405405405406,High
520,Master,Married,19,79,1902,19,0.3157894736842105,0.15789473684210525,0.5263157894736842,0,0,0.5441640378548895,0.352260778128286,0.013144058885383806,High
521,Graduation,Divorced,67,58,52,5,0.4,0.0,0.6,2,0,0.5192307692307693,0.23076923076923078,0.038461538461538464,Low
522,Master,Single,95,36,1651,12,0.16666666666666666,0.3333333333333333,0.5,0,0,0.5947910357359176,0.2125984251968504,0.03391883706844337,High
523,Graduation,Married,48,32,358,12,0.4166666666666667,0.08333333333333333,0.5,0,0,0.5,0.1787709497206704,0.10614525139664804,Medium
524,Graduation,Married,73,70,1727,15,0.13333333333333333,0.26666666666666666,0.6,0,0,0.7984944991314418,0.1250723798494499,0.0,High
525,Graduation,Married,35,36,210,7,0.2857142857142857,0.2857142857142857,0.42857142857142855,1,0,0.1523809523809524,0.3047619047619048,0.0761904761904762,Low
526,Graduation,Married,76,37,42,4,0.25,0.0,0.75,1,0,0.19047619047619047,0.35714285714285715,0.16666666666666666,Low
527,PhD,Together,20,65,1291,19,0.21052631578947367,0.2631578947368421,0.5263157894736842,0,0,0.6824167312161116,0.24709527498063516,0.012393493415956624,High
528,Master,Married,72,46,442,14,0.2857142857142857,0.2857142857142857,0.42857142857142855,0,0,0.3190045248868778,0.34615384615384615,0.1515837104072398,Medium
530,PhD,Married,69,63,411,13,0.3076923076923077,0.07692307692307693,0.6153846153846154,2,0,0.5012165450121655,0.1630170316301703,0.072992700729927,Medium
531,2n Cycle,Widow,80,48,521,15,0.26666666666666666,0.2,0.5333333333333333,1,0,0.31094049904030713,0.15930902111324377,0.18618042226487524,Medium
532,Graduation,Single,65,54,1168,16,0.25,0.4375,0.3125,1,0,0.5299657534246576,0.2226027397260274,0.10873287671232877,High
533,Master,Together,52,46,493,16,0.5,0.125,0.375,2,0,0.9249492900608519,0.0486815415821501,0.0,Medium
534,Graduation,Married,65,61,260,10,0.3,0.2,0.5,2,0,0.4307692307692308,0.35384615384615387,0.011538461538461539,Medium
535,Graduation,Single,57,41,46,5,0.4,0.0,0.6,1,0,0.2391304347826087,0.4782608695652174,0.043478260869565216,Low
536,Master,Together,70,72,319,12,0.5,0.08333333333333333,0.4166666666666667,1,0,0.5391849529780565,0.3510971786833856,0.025078369905956112,Medium
537,Graduation,Together,0,56,96,6,0.3333333333333333,0.16666666666666666,0.5,1,0,0.8125,0.11458333333333333,0.0,Medium
538,Graduation,Divorced,19,56,1062,15,0.5333333333333333,0.2,0.26666666666666666,0,0,0.4369114877589454,0.2749529190207156,0.06120527306967985,High
539,2n Cycle,Together,50,71,232,10,0.2,0.1,0.7,1,0,0.4267241379310345,0.13793103448275862,0.15948275862068967,Medium
540,Master,Single,67,42,76,6,0.5,0.0,0.5,1,0,0.25,0.25,0.05263157894736842,Low
541,2n Cycle,Together,46,46,54,6,0.5,0.0,0.5,1,0,0.018518518518518517,0.14814814814814814,0.2037037037037037,Low
542,Graduation,Widow,37,54,201,9,0.4444444444444444,0.1111111111111111,0.4444444444444444,1,0,0.31343283582089554,0.4129353233830846,0.03482587064676617,Medium
543,PhD,Single,38,39,406,12,0.3333333333333333,0.4166666666666667,0.25,1,0,0.6206896551724138,0.10344827586206896,0.009852216748768473,Medium
544,PhD,Married,9,41,1919,19,0.3684210526315789,0.3157894736842105,0.3157894736842105,0,0,0.7701928087545596,0.21000521104742054,0.0,High
545,Graduation,Together,56,47,662,18,0.2222222222222222,0.3333333333333333,0.4444444444444444,1,0,0.2990936555891239,0.3806646525679758,0.04833836858006042,Medium
546,2n Cycle,Married,98,33,41,6,0.3333333333333333,0.0,0.6666666666666666,1,0,0.1951219512195122,0.24390243902439024,0.14634146341463414,Low
547,Graduation,Widow,68,59,1600,13,0.23076923076923078,0.46153846153846156,0.3076923076923077,0,0,0.26,0.578125,0.0375,High
548,Graduation,Married,72,43,134,7,0.42857142857142855,0.0,0.5714285714285714,1,0,0.31343283582089554,0.3208955223880597,0.14925373134328357,Medium
549,Graduation,Married,47,55,69,6,0.5,0.16666666666666666,0.3333333333333333,2,0,0.2028985507246377,0.30434782608695654,0.028985507246376812,Low
550,Master,Married,33,50,21,4,0.25,0.0,0.75,2,0,0.8095238095238095,0.14285714285714285,0.0,Low
551,2n Cycle,Single,87,60,54,5,0.2,0.2,0.6,2,0,0.2777777777777778,0.18518518518518517,0.05555555555555555,Medium
552,Graduation,Single,0,34,91,6,0.5,0.16666666666666666,0.3333333333333333,1,0,0.06593406593406594,0.26373626373626374,0.12087912087912088,Low
553,PhD,Single,73,52,526,16,0.375,0.125,0.5,1,0,0.870722433460076,0.045627376425855515,0.011406844106463879,Medium
554,Graduation,Married,74,60,162,7,0.42857142857142855,0.2857142857142857,0.2857142857142857,0,0,0.18518518518518517,0.29012345679012347,0.11728395061728394,Low
555,Master,Married,4,74,1008,24,0.125,0.3333333333333333,0.5416666666666666,0,0,0.1775793650793651,0.5158730158730159,0.11011904761904762,High
556,Graduation,Together,50,71,240,10,0.4,0.1,0.5,2,0,0.375,0.4041666666666667,0.0625,Medium
557,PhD,Single,57,45,795,19,0.3157894736842105,0.10526315789473684,0.5789473684210527,1,0,0.38742138364779877,0.17232704402515722,0.12830188679245283,Medium
559,2n Cycle,Married,27,53,64,6,0.3333333333333333,0.0,0.6666666666666666,0,0,0.109375,0.203125,0.234375,Low
560,Graduation,Together,61,64,1957,19,0.2631578947368421,0.5263157894736842,0.21052631578947367,1,0,0.7623914154317833,0.14665304036791008,0.025549310168625446,High
561,Graduation,Married,4,45,78,6,0.3333333333333333,0.0,0.6666666666666666,1,0,0.38461538461538464,0.15384615384615385,0.10256410256410256,Low
563,Master,Together,12,52,795,24,0.3333333333333333,0.125,0.5416666666666666,1,0,0.5849056603773585,0.1660377358490566,0.1710691823899371,High
564,2n Cycle,Married,13,53,889,21,0.2857142857142857,0.14285714285714285,0.5714285714285714,1,0,0.14510686164229472,0.29133858267716534,0.1889763779527559,Medium
565,PhD,Divorced,9,60,331,12,0.25,0.16666666666666666,0.5833333333333334,1,0,0.525679758308157,0.24471299093655588,0.08459214501510574,Medium
566,PhD,Together,48,73,265,10,0.3,0.2,0.5,1,0,0.7132075471698113,0.10943396226415095,0.011320754716981131,Medium
567,Graduation,Single,80,61,1065,15,0.26666666666666666,0.13333333333333333,0.6,1,0,0.7014084507042253,0.1511737089201878,0.06103286384976526,High
568,Master,Together,60,72,11,3,0.3333333333333333,0.0,0.6666666666666666,2,0,0.5454545454545454,0.18181818181818182,0.18181818181818182,Low
569,Graduation,Single,43,44,21,3,0.3333333333333333,0.0,0.6666666666666666,1,0,0.6666666666666666,0.14285714285714285,0.0,Medium
570,Graduation,Together,19,53,17,3,0.3333333333333333,0.0,0.6666666666666666,2,0,0.7058823529411765,0.23529411764705882,0.0,Medium
571,Graduation,Married,26,49,369,11,0.45454545454545453,0.09090909090909091,0.45454545454545453,1,0,0.26558265582655827,0.2872628726287263,0.13279132791327913,Medium
572,PhD,Married,58,55,38,4,0.25,0.0,0.75,2,0,0.8421052631578947,0.13157894736842105,0.0,Medium
573,2n Cycle,Single,42,45,177,8,0.5,0.125,0.375,1,0,0.288135593220339,0.2768361581920904,0.096045197740113,Medium
574,PhD,Together,27,53,279,11,0.45454545454545453,0.09090909090909091,0.45454545454545453,1,0,0.7168458781362007,0.15770609318996415,0.0,Medium
575,Master,Married,56,42,62,5,0.4,0.0,0.6,1,0,0.4032258064516129,0.4032258064516129,0.0967741935483871,Medium
576,PhD,Married,27,46,1230,18,0.3333333333333333,0.2222222222222222,0.4444444444444444,1,0,0.8536585365853658,0.11707317073170732,0.0,Medium
577,Graduation,Married,10,55,182,8,0.5,0.125,0.375,2,0,0.6428571428571429,0.12087912087912088,0.07142857142857142,Medium
578,Graduation,Married,48,53,49,6,0.5,0.0,0.5,2,0,0.1836734693877551,0.3469387755102041,0.20408163265306123,Low
579,PhD,Together,39,57,75,6,0.3333333333333333,0.0,0.6666666666666666,2,0,0.7466666666666667,0.14666666666666667,0.0,Medium
580,Master,Together,85,67,227,10,0.4,0.2,0.4,2,0,0.6387665198237885,0.2026431718061674,0.07488986784140969,Medium
581,PhD,Married,64,49,215,10,0.3,0.1,0.6,2,0,0.9441860465116279,0.046511627906976744,0.0,Medium
582,Graduation,Together,69,72,444,13,0.5384615384615384,0.07692307692307693,0.38461538461538464,1,0,0.6081081081081081,0.060810810810810814,0.08783783783783784,Medium
583,2n Cycle,Together,54,56,47,4,0.25,0.0,0.75,2,0,0.19148936170212766,0.3404255319148936,0.1276595744680851,Medium
584,Master,Married,57,72,143,6,0.3333333333333333,0.16666666666666666,0.5,0,0,0.25874125874125875,0.16083916083916083,0.055944055944055944,Low
585,Graduation,Together,64,40,55,5,0.4,0.0,0.6,1,0,0.8363636363636363,0.12727272727272726,0.0,Medium
586,2n Cycle,Together,10,52,63,7,0.2857142857142857,0.14285714285714285,0.5714285714285714,2,0,0.49206349206349204,0.20634920634920634,0.1111111111111111,Low
588,Master,Married,74,62,611,18,0.2222222222222222,0.2222222222222222,0.5555555555555556,1,0,0.4320785597381342,0.3076923076923077,0.088379705400982,Medium
589,Graduation,Together,4,68,473,15,0.4666666666666667,0.06666666666666667,0.4666666666666667,1,0,0.8435517970401691,0.06342494714587738,0.012684989429175475,Medium
590,Graduation,Together,94,64,55,5,0.2,0.2,0.6,0,0,0.14545454545454545,0.16363636363636364,0.03636363636363636,Low
591,PhD,Single,41,39,81,5,0.4,0.2,0.4,1,1,0.2345679012345679,0.43209876543209874,0.07407407407407407,Medium
593,Master,Single,94,58,1478,19,0.15789473684210525,0.3684210526315789,0.47368421052631576,0,0,0.1975642760487145,0.42963464140730717,0.08930987821380243,High
594,Graduation,Together,9,46,49,4,0.25,0.0,0.75,1,0,0.24489795918367346,0.04081632653061224,0.22448979591836735,Low
595,PhD,Married,47,51,382,14,0.21428571428571427,0.2857142857142857,0.5,0,0,0.3403141361256545,0.4397905759162304,0.05235602094240838,Medium
596,Master,Together,12,48,69,6,0.5,0.16666666666666666,0.3333333333333333,1,0,0.08695652173913043,0.2318840579710145,0.043478260869565216,Low
597,Graduation,Divorced,80,54,67,5,0.4,0.0,0.6,1,0,0.23880597014925373,0.26865671641791045,0.1044776119402985,Low
598,Master,Married,20,54,30,4,0.25,0.0,0.75,2,0,0.6333333333333333,0.3,0.0,Medium
599,2n Cycle,Married,39,45,63,6,0.3333333333333333,0.16666666666666666,0.5,1,0,0.06349206349206349,0.23809523809523808,0.20634920634920634,Low
600,Graduation,Together,57,42,79,7,0.42857142857142855,0.0,0.5714285714285714,1,0,0.3924050632911392,0.3924050632911392,0.02531645569620253,Low
601,Graduation,Single,27,62,42,4,0.25,0.0,0.75,1,0,0.8571428571428571,0.047619047619047616,0.0,Low
602,Graduation,Together,83,63,819,20,0.25,0.15,0.6,1,0,0.6422466422466423,0.16483516483516483,0.01221001221001221,Medium
603,Graduation,Single,79,68,1151,16,0.1875,0.25,0.5625,0,0,0.3475238922675934,0.45091225021720244,0.06168549087749783,High
604,PhD,Married,69,75,594,17,0.29411764705882354,0.11764705882352941,0.5882352941176471,2,0,0.6902356902356902,0.1919191919191919,0.0,Medium
605,Master,Together,77,57,129,7,0.42857142857142855,0.14285714285714285,0.42857142857142855,2,0,0.6201550387596899,0.20155038759689922,0.031007751937984496,Medium
606,Master,Single,15,37,213,8,0.625,0.125,0.25,1,0,0.4131455399061033,0.215962441314554,0.009389671361502348,Low
607,Graduation,Widow,99,50,67,5,0.2,0.2,0.6,1,0,0.8208955223880597,0.08955223880597014,0.029850746268656716,Medium
608,Graduation,Divorced,61,67,28,4,0.25,0.0,0.75,3,0,0.17857142857142858,0.4642857142857143,0.10714285714285714,Low
609,Basic,Married,23,48,45,4,0.25,0.0,0.75,1,0,0.17777777777777778,0.1111111111111111,0.3333333333333333,Low
610,Graduation,Married,84,58,1193,17,0.35294117647058826,0.23529411764705882,0.4117647058823529,0,0,0.34367141659681477,0.49622799664710815,0.12321877619446772,High
611,Master,Single,74,54,268,10,0.3,0.1,0.6,0,0,0.376865671641791,0.2835820895522388,0.07462686567164178,Low
612,Master,Widow,90,79,266,11,0.2727272727272727,0.09090909090909091,0.6363636363636364,0,0,0.6090225563909775,0.19924812030075187,0.06015037593984962,Medium
613,Basic,Married,41,50,37,4,0.25,0.0,0.75,1,0,0.05405405405405406,0.02702702702702703,0.10810810810810811,Low
614,Graduation,Married,28,56,37,5,0.4,0.0,0.6,3,0,0.6756756756756757,0.21621621621621623,0.05405405405405406,Low
615,PhD,Single,73,54,882,22,0.2727272727272727,0.13636363636363635,0.5909090909090909,0,0,0.4410430839002268,0.2811791383219955,0.07256235827664399,Medium
616,Graduation,Married,88,49,373,13,0.46153846153846156,0.15384615384615385,0.38461538461538464,2,0,0.5764075067024129,0.23324396782841822,0.045576407506702415,Medium
617,Master,Single,94,58,35,4,0.25,0.0,0.75,3,0,0.7714285714285715,0.14285714285714285,0.0,Medium
619,Graduation,Widow,31,45,42,4,0.25,0.0,0.75,2,0,0.11904761904761904,0.23809523809523808,0.14285714285714285,Medium
620,Master,Married,6,63,326,12,0.08333333333333333,0.16666666666666666,0.75,1,0,0.549079754601227,0.254601226993865,0.05828220858895705,Low
621,PhD,Married,23,62,404,14,0.42857142857142855,0.07142857142857142,0.5,1,0,0.8712871287128713,0.06683168316831684,0.024752475247524754,Medium
622,Graduation,Single,92,52,95,5,0.4,0.2,0.4,0,0,0.17894736842105263,0.12631578947368421,0.11578947368421053,Low
623,Graduation,Widow,52,74,939,13,0.3076923076923077,0.23076923076923078,0.46153846153846156,0,0,0.6656017039403621,0.1799787007454739,0.0617678381256656,High
624,2n Cycle,Single,50,45,33,4,0.25,0.0,0.75,1,0,0.30303030303030304,0.3333333333333333,0.0,Medium
625,2n Cycle,Married,54,68,981,20,0.3,0.4,0.3,0,0,0.39755351681957185,0.3292558613659531,0.10601427115188583,High
626,Graduation,Married,93,47,36,5,0.4,0.0,0.6,1,0,0.2777777777777778,0.4166666666666667,0.05555555555555555,Low
628,Graduation,Together,28,63,1825,27,0.4074074074074074,0.4074074074074074,0.18518518518518517,1,0,0.5484931506849315,0.3134246575342466,0.05095890410958904,High
629,PhD,Divorced,94,46,103,6,0.5,0.0,0.5,2,0,0.18446601941747573,0.32038834951456313,0.23300970873786409,Medium
630,Graduation,Single,76,46,191,9,0.4444444444444444,0.1111111111111111,0.4444444444444444,1,0,0.21465968586387435,0.675392670157068,0.05235602094240838,Low
631,PhD,Married,43,53,1586,23,0.30434782608695654,0.13043478260869565,0.5652173913043478,1,0,0.744640605296343,0.12547288776796975,0.02459016393442623,High
632,PhD,Together,46,65,963,13,0.23076923076923078,0.3076923076923077,0.46153846153846156,0,0,0.6261682242990654,0.21495327102803738,0.037383177570093455,Medium
633,2n Cycle,Married,13,53,889,21,0.2857142857142857,0.14285714285714285,0.5714285714285714,1,0,0.14510686164229472,0.29133858267716534,0.1889763779527559,Medium
634,2n Cycle,Single,27,63,93,6,0.3333333333333333,0.16666666666666666,0.5,0,0,0.10752688172043011,0.16129032258064516,0.13978494623655913,Low
636,Graduation,Divorced,3,61,16,3,0.3333333333333333,0.0,0.6666666666666666,3,0,0.875,0.0625,0.0,Medium
637,Graduation,Single,72,71,1375,31,0.2903225806451613,0.3548387096774194,0.3548387096774194,0,0,0.28145454545454546,0.5185454545454545,0.027636363636363636,High
638,Graduation,Married,6,61,393,13,0.3076923076923077,0.15384615384615385,0.5384615384615384,1,0,0.30788804071246817,0.17557251908396945,0.020356234096692113,Medium
639,Master,Divorced,53,73,1477,21,0.38095238095238093,0.19047619047619047,0.42857142857142855,1,0,0.6533513879485443,0.1888964116452268,0.03656059580230196,Medium
640,Graduation,Married,58,52,1179,16,0.375,0.125,0.5,1,0,0.5996607294317218,0.21204410517387617,0.0720949957591179,High
641,Graduation,Together,78,63,1005,22,0.18181818181818182,0.22727272727272727,0.5909090909090909,1,0,0.5681592039800994,0.14129353233830846,0.03283582089552239,Medium
642,PhD,Together,57,75,1348,20,0.25,0.45,0.3,0,0,0.43471810089020774,0.4844213649851632,0.012611275964391691,High
643,PhD,Divorced,37,64,1307,19,0.47368421052631576,0.21052631578947367,0.3157894736842105,1,0,0.8133129303749044,0.07804131599081866,0.01224177505738332,Medium
644,Graduation,Single,20,59,486,13,0.38461538461538464,0.3076923076923077,0.3076923076923077,1,0,0.6275720164609053,0.05555555555555555,0.00823045267489712,Medium
645,Master,Together,73,76,2252,12,0.3333333333333333,0.16666666666666666,0.5,0,0,0.5328596802841918,0.33658969804618116,0.0,High
646,PhD,Married,56,52,235,10,0.3,0.1,0.6,2,0,0.6936170212765957,0.1702127659574468,0.03404255319148936,Medium
648,Master,Divorced,9,53,235,10,0.3,0.1,0.6,1,0,0.5319148936170213,0.31063829787234043,0.03404255319148936,Medium
649,Master,Married,42,46,1092,25,0.28,0.24,0.48,1,0,0.6602564102564102,0.1391941391941392,0.10897435897435898,High
650,Graduation,Together,28,65,599,15,0.4666666666666667,0.06666666666666667,0.4666666666666667,1,0,0.5258764607679466,0.10350584307178631,0.06844741235392321,High
651,Master,Single,23,63,2008,19,0.21052631578947367,0.3157894736842105,0.47368421052631576,0,0,0.49800796812749004,0.35408366533864544,0.062250996015936255,High
652,Graduation,Together,38,38,48,4,0.25,0.0,0.75,1,0,0.3333333333333333,0.3541666666666667,0.125,Low
653,Graduation,Married,63,49,1174,27,0.3333333333333333,0.2222222222222222,0.4444444444444444,1,0,0.6448040885860307,0.1848381601362862,0.024701873935264053,High
654,PhD,Together,71,73,67,6,0.16666666666666666,0.16666666666666666,0.6666666666666666,1,0,0.44776119402985076,0.373134328358209,0.0,Medium
655,Graduation,Divorced,9,68,365,13,0.5384615384615384,0.07692307692307693,0.38461538461538464,1,0,0.6,0.273972602739726,0.07123287671232877,Medium
657,Graduation,Together,87,70,165,8,0.375,0.125,0.5,1,0,0.6727272727272727,0.1696969696969697,0.012121212121212121,Medium
658,2n Cycle,Together,92,65,210,9,0.3333333333333333,0.1111111111111111,0.5555555555555556,0,0,0.21428571428571427,0.24761904761904763,0.1,Low
659,PhD,Together,36,76,1095,25,0.36,0.12,0.52,1,0,0.3744292237442922,0.3835616438356164,0.0,High
660,PhD,Single,86,57,223,8,0.375,0.25,0.375,3,0,0.4484304932735426,0.17488789237668162,0.026905829596412557,Medium
661,Graduation,Together,83,60,597,18,0.3888888888888889,0.1111111111111111,0.5,1,0,0.8525963149078727,0.10887772194304858,0.011725293132328308,Medium
662,Graduation,Married,74,38,22,3,0.0,0.0,1.0,1,0,0.13636363636363635,0.22727272727272727,0.0,Low
663,Graduation,Widow,87,48,1064,23,0.2608695652173913,0.17391304347826086,0.5652173913043478,1,0,0.4182330827067669,0.20018796992481203,0.09774436090225563,Medium
664,Basic,Married,29,43,74,5,0.4,0.0,0.6,0,0,0.02702702702702703,0.14864864864864866,0.5540540540540541,Low
665,Master,Together,88,67,26,4,0.25,0.0,0.75,0,0,0.15384615384615385,0.4230769230769231,0.23076923076923078,Low
666,Graduation,Married,77,64,60,4,0.25,0.25,0.5,0,0,0.1,0.11666666666666667,0.38333333333333336,Low
667,PhD,Together,25,49,20,3,0.3333333333333333,0.0,0.6666666666666666,1,0,0.7,0.15,0.0,Medium
668,Basic,Single,34,36,59,5,0.4,0.0,0.6,1,0,0.01694915254237288,0.1864406779661017,0.3220338983050847,Low
669,PhD,Married,43,55,34,4,0.25,0.0,0.75,1,0,0.7647058823529411,0.17647058823529413,0.0,Low
670,2n Cycle,Married,76,52,198,9,0.3333333333333333,0.1111111111111111,0.5555555555555556,2,0,0.5606060606060606,0.18686868686868688,0.03535353535353535,Medium
671,PhD,Married,81,59,1048,25,0.28,0.32,0.4,1,0,0.3988549618320611,0.4083969465648855,0.07633587786259542,Medium
672,Master,Single,87,61,574,16,0.3125,0.125,0.5625,2,0,0.5696864111498258,0.21254355400696864,0.033101045296167246,Medium
674,Graduation,Married,38,43,670,18,0.3333333333333333,0.2222222222222222,0.4444444444444444,1,0,0.41044776119402987,0.15970149253731344,0.10298507462686567,High
675,PhD,Single,63,48,990,14,0.14285714285714285,0.2857142857142857,0.5714285714285714,1,0,0.796969696969697,0.14343434343434344,0.012121212121212121,Medium
676,Graduation,Married,26,49,11,3,0.3333333333333333,0.0,0.6666666666666666,2,0,0.09090909090909091,0.45454545454545453,0.0,Low
677,PhD,Married,17,60,1241,18,0.5555555555555556,0.16666666666666666,0.2777777777777778,1,0,0.8090249798549557,0.1168412570507655,0.0257856567284448,High
678,Graduation,Single,75,44,576,16,0.125,0.125,0.75,0,0,0.3246527777777778,0.2586805555555556,0.043402777777777776,High
679,2n Cycle,Married,13,38,172,8,0.5,0.125,0.375,1,0,0.32558139534883723,0.4418604651162791,0.09883720930232558,Medium
680,PhD,Single,19,43,664,19,0.15789473684210525,0.15789473684210525,0.6842105263157895,0,0,0.5496987951807228,0.17620481927710843,0.05120481927710843,Medium
681,Graduation,Divorced,51,60,928,21,0.38095238095238093,0.42857142857142855,0.19047619047619047,1,0,0.6411637931034483,0.13254310344827586,0.010775862068965518,High
682,Graduation,Divorced,81,56,2074,29,0.3793103448275862,0.1724137931034483,0.4482758620689655,0,0,0.5458052073288332,0.18514946962391515,0.08437801350048216,High
683,2n Cycle,Together,32,41,467,14,0.5714285714285714,0.07142857142857142,0.35714285714285715,0,0,0.0728051391862955,0.29336188436830835,0.38329764453961457,Medium
684,Graduation,Together,84,68,257,10,0.3,0.1,0.6,1,0,0.45136186770428016,0.31906614785992216,0.023346303501945526,Medium
685,Graduation,Together,87,56,1146,16,0.125,0.5,0.375,0,0,0.4930191972076789,0.3795811518324607,0.02443280977312391,Medium
686,PhD,Divorced,99,47,689,18,0.2777777777777778,0.1111111111111111,0.6111111111111112,1,0,0.5399129172714079,0.18287373004354138,0.06821480406386067,High
687,PhD,Single,96,51,2114,21,0.23809523809523808,0.2857142857142857,0.47619047619047616,0,0,0.4252601702932829,0.39640491958372753,0.06291390728476821,High
689,PhD,Together,40,34,1346,20,0.15,0.25,0.6,0,0,0.5646359583952452,0.35661218424962854,0.0,High
690,PhD,Together,3,54,1044,14,0.2857142857142857,0.42857142857142855,0.2857142857142857,0,0,0.24904214559386972,0.5354406130268199,0.0603448275862069,High
691,PhD,Divorced,98,63,493,16,0.25,0.3125,0.4375,1,0,0.9310344827586207,0.0486815415821501,0.012170385395537525,Medium
692,Graduation,Single,73,53,957,12,0.4166666666666667,0.25,0.3333333333333333,0,0,0.48693834900731453,0.23406478578892373,0.12434691745036573,Medium
693,Master,Together,90,65,270,9,0.1111111111111111,0.4444444444444444,0.4444444444444444,1,0,0.24814814814814815,0.2962962962962963,0.06296296296296296,Medium
694,Basic,Together,29,71,29,4,0.25,0.0,0.75,0,0,0.06896551724137931,0.2413793103448276,0.10344827586206896,Low
695,Master,Widow,3,74,121,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,0,0.5537190082644629,0.1652892561983471,0.0,Medium
696,Master,Married,94,62,126,7,0.2857142857142857,0.14285714285714285,0.5714285714285714,2,0,0.7301587301587301,0.14285714285714285,0.023809523809523808,Medium
697,Graduation,Single,65,28,23,3,0.3333333333333333,0.0,0.6666666666666666,0,0,0.17391304347826086,0.4782608695652174,0.08695652173913043,Medium
698,PhD,Single,33,74,57,5,0.4,0.0,0.6,2,0,0.3508771929824561,0.49122807017543857,0.05263157894736842,Low
699,Graduation,Single,46,62,636,18,0.4444444444444444,0.2222222222222222,0.3333333333333333,0,0,0.42924528301886794,0.279874213836478,0.09748427672955975,Medium
700,Graduation,Together,29,63,1004,27,0.37037037037037035,0.25925925925925924,0.37037037037037035,0,0,0.43227091633466136,0.38645418326693226,0.10358565737051793,High
701,Graduation,Divorced,99,50,734,17,0.5294117647058824,0.17647058823529413,0.29411764705882354,1,0,0.4373297002724796,0.4209809264305177,0.04495912806539509,High
702,Graduation,Married,26,45,614,18,0.4444444444444444,0.1111111111111111,0.4444444444444444,2,0,0.34527687296416937,0.28827361563517917,0.024429967426710098,High
